"id","kmt","ddp","pfp"
"10013140-009",23.3,67.9,7.8
"10013140-013",22.9,67.6,8.5
"10013140-008",18.8,74.6,5.5
"10013140-007",23.3,70.4,5.3
"10013140-010",19.7,73.9,5.9
"10013140-015",30.1,62.7,6.3
"10013140-004",20.6,74.4,4.3
"10013140-005",20.2,72.6,6.2
"10013140-003",24.2,69.9,5.5
"10013330-006",45.6,23.4,30.6
"10013330-001",49.9,19.6,29.4
"10013330-004",47.3,25.5,25.5
"10013330-002",62.8,12.4,24
"10013330-003",31.9,18.1,48
"10013330-005",49.3,15,34.6
"10013230-003",24.3,70.6,3.4
"10013230-007",21.9,68.7,6.8
"10013230-011",23.7,68.6,5.1
"10013230-009",21.3,68.4,9
"10013230-010",24.6,61,12.5
"10013230-004",22.6,66.6,8.5
"10013230-005",22.4,69.4,6.5
"10013230-008",16.9,76.5,5.4
"10013230-006",23.4,66.3,8.2
"10013230-002",15.3,76.9,7.3
"10013230-001",28.1,62.8,7.3
"10013090-011",35.1,56.8,6.9
"10013090-002",23,65.3,11.2
"10013090-013",23.8,66.2,9.2
"10013090-003",17.9,69.7,11.8
"10013090-001",16.9,73.1,9
"10013090-004",16.2,75.1,7.8
"10013090-009",15.7,78.3,5.1
"10013090-007",14.7,78.7,5.5
"10013090-010",14.6,78.1,6.1
"10013090-005",18.6,70,10.5
"10013090-008",12.4,78.8,8.2
"10013090-014",18.4,77.4,3.4
"10013090-006",17.9,70.7,10
"10013210-009",18.3,72.2,7.7
"10013210-002",24.3,68.5,5.5
"10013210-006",15.2,77.3,6.3
"10013210-005",14.9,76.8,6.3
"10013210-001",23.9,69.4,5.6
"10013210-007",22.7,71.1,4.4
"10013210-010",16.9,73.9,7.6
"10013210-012",28.1,60.5,9.8
"10013210-004",19,71.8,6.8
"10013210-011",24.3,64,9.6
"10013210-003",22.3,72.6,3.3
"10013210-008",18.2,73.4,6.9
"10013300-003",68.3,15.1,16.2
"10013300-005",58.9,23.9,16.2
"10013300-004",65.8,17.3,15.9
"10013300-001",65.4,22,12.1
"10013300-007",55.4,14.4,28.2
"10013300-006",73.2,10.2,16.3
"10013300-002",58.5,25,15.7
"10013250-002",21.1,72.2,5.6
"10013250-001",32.4,60.4,6.4
"10013250-004",16.5,79.2,2.6
"10013250-003",10.8,84.3,3.4
"10013160-009",21.7,66.1,10.9
"10013160-015",24.8,66,7.2
"10013160-004",20.5,70.1,7.8
"10013160-010",14.5,79.2,4.7
"10013160-007",20.8,70.8,7.1
"10013160-012",31.6,61,5.9
"10013160-013",26.3,64,7.6
"10013160-008",26.8,65.3,7.2
"10013160-005",21,69,8.8
"10013160-001",34.1,54.6,10.4
"10013160-014",29.1,62,7
"10013160-003",23.1,69.2,6.5
"10013160-006",19.9,71.3,7.5
"10013160-011",28.4,61.9,8
"10013160-002",39.2,46.2,12.3
"10013030-008",21.9,68.7,7.9
"10013030-018",23.1,69.8,5.9
"10013030-023",54.5,35.5,10
"10013030-006",23.8,61.8,13.5
"10013030-022",46.3,36.2,17.2
"10013030-004",22,65.8,11
"10013030-009",21.5,66.2,10.8
"10013030-015",24.9,63.5,10.1
"10013030-011",17.1,74.9,6.9
"10013030-016",21.1,67.8,10.3
"10013030-003",21.5,69.5,6.3
"10013030-002",25.3,66.8,6.3
"10013030-007",21.7,69.3,8.1
"10013030-001",22.2,68.4,8.7
"10013030-014",19.1,71.2,8.4
"10013030-005",19.7,66.9,12.6
"10013030-021",13.6,81,4.1
"10013030-019",21.7,67,10.5
"10013030-020",19.7,68.8,9.9
"10013030-012",16.7,73.6,8.2
"10013030-010",19,70.5,9.2
"10013030-013",15.7,74.8,8
"10013190-004",24.7,67.8,6
"10013190-003",19.3,72.8,6.4
"10013190-006",25.5,66.7,5.9
"10013190-005",21.5,70.9,6.3
"10013190-008",24.9,69.6,4.2
"10013190-002",21.6,68.7,8.3
"10013190-009",28.8,62.8,6.9
"10013190-001",20.4,73,5.3
"10013190-007",19.1,71.5,7.7
"10013190-010",20.1,71.4,6
"10013060-005",30.4,59.3,9.8
"10013060-004",29.5,60.6,8.2
"10013060-009",23.2,69.2,6.7
"10013060-008",24.5,66.2,8.5
"10013060-001",24.5,66.3,8.4
"10013060-002",30.5,59.5,9.2
"10013060-016",51.6,31,15.9
"10013060-006",27.6,64.3,6.8
"10013060-007",21.9,71.8,5.1
"10013060-011",13,78.8,6.8
"10013060-010",20.8,68.6,9.4
"10013060-003",26.8,64.7,7.6
"10013060-013",19.8,70.4,8.4
"10013060-012",19.8,73.1,6
"10013060-015",29.5,62.9,6.2
"10013060-014",22,70.6,5.4
"10013200-005",23.6,64.8,10.1
"10013200-003",24,65.6,8.1
"10013200-009",18.5,72.1,8.2
"10013200-007",27.2,63.6,7.9
"10013200-010",14.2,74.5,10.2
"10013200-004",39.7,45.7,12.3
"10013200-002",25.5,64.5,8.9
"10013200-001",24.2,68,6.7
"10013200-006",21.9,69,7.6
"10013200-008",11.7,81.7,5.1
"10013010-036",37.5,50.2,10.4
"10013010-076",23.5,68.1,7.2
"10013010-004",21.9,66.8,9.2
"10013010-053",30.9,57.5,10
"10013010-051",15.1,77.1,6.4
"10013010-008",22.1,67.9,8.5
"10013010-026",37.4,50.6,10.8
"10013010-046",21.2,70.1,7.6
"10013010-064",37.5,51.1,10.3
"10013010-070",31.4,57.1,10.5
"10013010-078",22.5,70.2,6.8
"10013010-042",21.9,68.3,7.9
"10013010-063",34.7,55.6,9.2
"10013010-002",41.7,44.8,11.1
"10013010-068",29.8,60,8.2
"10013010-069",34.4,53.2,11.4
"10013010-014",21.9,66.4,10.3
"10013010-009",22.1,67.9,8.5
"10013010-007",28.1,60.3,9.9
"10013010-050",26,64.3,7.5
"10013010-040",27.9,61.1,9.8
"10013010-058",32.2,53.3,12.6
"10013010-066",35.6,52.2,11.1
"10013010-057",32.2,53.3,12.6
"10013010-044",16.7,76.5,5.2
"10013010-039",24.2,64,10.8
"10013010-001",28.1,60.3,9.9
"10013010-013",21.9,66.4,10.3
"10013010-049",21.8,69.7,7.5
"10013010-016",23.7,66.8,8.6
"10013010-079",17.7,74.3,6.2
"10013010-062",34.1,52.9,11.9
"10013010-003",21.9,66.8,9.2
"10013010-074",58.1,29.3,11.3
"10013010-018",22.5,69.1,7.2
"10013010-056",22.1,67.6,9.2
"10013010-022",34.7,54.4,9.7
"10013010-080",17.1,76,5.9
"10013010-054",23.5,66.9,8.8
"10013010-033",18.7,69.9,10.3
"10013010-035",30.1,57.3,12.1
"10013010-047",31.8,50.8,15.8
"10013010-005",41.7,44.8,11.1
"10013010-077",19,74.9,4.8
"10013010-081",58.7,25.1,15
"10013010-010",21.9,71.1,5.9
"10013010-011",21.9,71.1,5.9
"10013010-073",39.4,46.7,12.7
"10013010-055",30.5,56.2,12.8
"10013010-032",14.2,79.2,6.1
"10013010-045",22.7,67.2,8.3
"10013010-065",37.5,50.8,10.8
"10013010-019",22.5,69.1,7.2
"10013010-059",34.2,54.2,9.7
"10013010-027",16.2,76.5,6.1
"10013010-028",16.2,75,7.9
"10013010-060",38.5,50,10.6
"10013010-031",27.9,60.3,10.4
"10013010-041",21.7,65.6,11.6
"10013010-015",23.7,66.8,8.6
"10013010-067",33,55,10.3
"10013010-030",33,54.8,10.8
"10013010-037",21.5,66.9,9.9
"10013010-038",45,42.3,11.7
"10013010-006",21.9,66.8,9.2
"10013010-012",26,63.6,9
"10013010-071",30.6,57.1,11.2
"10013010-017",23.7,66.8,8.6
"10013010-075",41.5,43.9,13.6
"10013010-034",23.9,67.6,8.3
"10013010-021",30.7,58.6,8.8
"10013010-020",30.4,57.9,10.5
"10013010-061",34.1,52.9,11.9
"10013010-043",22.6,67.7,8.3
"10013010-029",16.3,75.6,6.2
"10013010-025",33.6,55.7,9.5
"10013010-024",35.5,53.2,10.3
"10013010-023",32.8,57.5,8.6
"10013010-048",31.8,50.8,15.8
"10013040-013",31.4,54.9,11.9
"10013040-012",19.1,72.2,6.6
"10013040-004",31.4,56.6,11.2
"10013040-006",23.4,61.2,14.3
"10013040-014",25.5,66.5,6.3
"10013040-009",19.8,69.1,8.6
"10013040-015",24.9,58.8,14.1
"10013040-002",28.6,57.6,11.9
"10013040-003",33.1,53.9,11.8
"10013040-001",37.5,48.6,13
"10013040-007",17.2,74.3,7.5
"10013040-005",28.7,58.1,12.1
"10013040-010",20.9,67.6,9.8
"10013040-016",26.3,59.8,12.9
"10013040-008",27.5,65.6,4.5
"10013040-011",26.2,61,11.6
"10013040-017",23.3,65.4,10.1
"10013310-004",57.4,14.4,27
"10013310-006",61.9,15.2,21.5
"10013310-003",63.3,12.4,23.2
"10013310-002",56.7,15.3,26.9
"10013310-001",44.9,13.9,40.2
"10013310-005",64.8,11.6,22
"10013180-004",18,73.9,6.8
"10013180-006",16.7,76.9,4.9
"10013180-005",18.9,72.7,7.2
"10013180-001",26,65.3,7.7
"10013180-003",22.3,69.8,6.4
"10013180-008",15.3,78.2,5.6
"10013180-007",18.3,71.4,9.2
"10013180-002",21.6,67.5,9.5
"10013290-003",37,39.4,22.6
"10013290-001",57.4,11.6,29.9
"10013290-004",60.2,16,22.5
"10013290-002",53.4,21.8,24.6
"10013290-005",54.9,13.4,30.7
"10013290-006",62.6,8.5,27.9
"10013220-007",31.3,53.3,13.5
"10013220-004",38.9,44.2,15.2
"10013220-002",35.1,46.7,16.3
"10013220-006",31.5,57,10.1
"10013220-001",29,57.1,13
"10013220-008",27.7,56.2,14.1
"10013220-005",30.2,53.5,13.6
"10013220-003",36.3,40.5,19.9
"10013110-007",22.6,70.3,6.3
"10013110-009",28.8,61.6,7.5
"10013110-017",16.2,77.6,5.3
"10013110-004",20.3,70.3,6.9
"10013110-003",11.5,81.2,6.3
"10013110-002",12.3,82.1,4.2
"10013110-013",18.4,75.3,4.9
"10013110-006",11.6,80.4,7.1
"10013110-012",21,71.9,5.8
"10013110-001",15.4,77.5,6.1
"10013110-008",11.2,82.9,4.5
"10013110-019",17.1,76,6.1
"10013110-011",19.2,72.8,6.7
"10013110-005",16.3,71.9,10.8
"10013110-014",16.8,74.8,7.6
"10013110-015",14.4,75.9,8.4
"10013110-016",17.3,77.9,3.7
"10013110-010",24,70.5,4.5
"10013110-018",24.3,66.3,7.4
"10013150-003",28.1,63.8,6.8
"10013150-004",27.6,63.8,7.8
"10013150-002",23.6,67.2,8.2
"10013150-001",26,64.8,8.1
"10013150-005",26,62.3,10.3
"10013150-006",24.8,62.7,11.6
"10013150-007",14.3,73.3,10.8
"10013170-010",12.7,81.6,4.9
"10013170-013",22,67.7,9.1
"10013170-005",22.3,69.2,7.1
"10013170-002",19.6,71.3,8.1
"10013170-003",15.8,76.5,6.4
"10013170-015",14.9,74.6,8.3
"10013170-011",13.9,78,6.6
"10013170-008",16.5,75.4,7
"10013170-012",23.1,66.7,8.8
"10013170-004",19,73.2,6.2
"10013170-006",22.9,67.8,7.4
"10013170-007",19.7,69,10.2
"10013170-009",13.5,77.9,7.7
"10013170-014",14.4,75.5,8.8
"10013320-002",49.8,24.1,25.2
"10013320-004",56.2,14.6,27
"10013320-007",57.4,13.7,27.9
"10013320-005",56.8,27.3,14.8
"10013320-008",56.8,13.6,28.6
"10013320-003",50.6,15,32.8
"10013320-001",56.9,21.1,20.8
"10013320-006",54.3,22.8,21.7
"10013050-014",23.4,69.5,5.5
"10013050-029",28.7,60.1,9
"10013050-021",21.6,67.1,8.7
"10013050-015",17.6,73.8,7.1
"10013050-007",20.9,68.7,8.6
"10013050-030",22,66.8,9.6
"10013050-010",15.1,76.3,6.8
"10013050-008",19.8,70.7,8
"10013050-019",20.6,69.9,8.1
"10013050-016",27.2,61.4,9.5
"10013050-020",18.2,73.4,7.1
"10013050-018",22.2,69.9,6.8
"10013050-024",25.3,67.5,5.7
"10013050-023",24.5,65,8.5
"10013050-011",20.7,69.2,8.2
"10013050-022",25.3,66.3,7.3
"10013050-025",32.3,57.4,8.9
"10013050-005",26.3,62.3,9
"10013050-003",28.4,62,8
"10013050-001",26.7,62.1,10
"10013050-004",18.5,70.5,8.7
"10013050-002",28.8,59.2,10.8
"10013050-009",20.7,69.8,8
"10013050-017",21.3,66.7,9.8
"10013050-027",28.1,63.4,6.8
"10013050-028",19.1,71.5,7.9
"10013050-006",27,62.4,9.2
"10013050-026",18.8,74.3,5.7
"10013050-012",18.8,75.7,4.2
"10013050-013",23.1,68.1,7.7
"10013120-007",22,68.8,7.9
"10013120-008",23.1,71,4.8
"10013120-010",21.8,69.6,8.1
"10013120-011",14.8,78.2,5.7
"10013120-012",29.5,63.3,6.5
"10013120-006",21.3,71.2,6
"10013120-005",15.8,77,6.1
"10013120-004",19.1,73.7,6
"10013120-013",15.3,77.4,6.2
"10013120-014",23.6,65.4,10.2
"10013120-002",21.1,73.1,4.4
"10013120-003",22.6,72.2,4.1
"10013120-009",19.2,73,6.2
"10013120-001",20,75.2,4.3
"10013240-007",23.6,62.1,12.6
"10013240-003",30.8,57.8,9.3
"10013240-002",22.4,61.4,12.4
"10013240-006",33,47.3,17.6
"10013240-004",25.1,65.7,7.3
"10013240-008",24.4,65.6,9.4
"10013240-001",27.9,56,14.1
"10013240-005",12.5,74.4,11.1
"10013280-006",62.6,16.1,20.7
"10013280-002",59.8,14.6,24.9
"10013280-004",53.1,24.9,21.5
"10013280-005",56.4,20.8,22.3
"10013280-001",50.4,29.2,19.4
"10013280-003",68.3,17.5,13.1
"10013020-018",15.1,77.3,6.8
"10013020-012",27.7,64.3,7.3
"10013020-008",28.4,60,10.6
"10013020-009",29,60.1,9.4
"10013020-007",29.8,59.2,10.3
"10013020-010",23.9,67.3,8.3
"10013020-020",19.5,72.5,6.5
"10013020-013",27.6,61.1,10.6
"10013020-015",25.1,67,6.9
"10013020-005",29.4,58.9,10.6
"10013020-002",25.3,67.2,6.4
"10013020-019",21.9,69,8.2
"10013020-021",20.7,70.2,7.8
"10013020-014",32.1,57,9.8
"10013020-006",14.3,76.8,7.6
"10013020-004",27.1,62.2,9.9
"10013020-003",27.2,63.5,8
"10013020-001",34.3,52.9,12
"10013020-011",21.4,68.6,8.9
"10013020-016",20.9,69.8,8.3
"10013020-017",28.7,65.4,5.5
"10013270-004",61.6,22.7,15.3
"10013270-003",64.7,14.3,19.5
"10013270-006",51.5,35.3,12.2
"10013270-005",55.7,18,25.8
"10013270-002",69,15.7,13.7
"10013270-001",57.1,25.4,16.6
"10013070-005",22.2,68.2,8.8
"10013070-006",25,66.4,7.7
"10013070-007",19.5,71.4,8.3
"10013070-001",23,68.1,7.9
"10013070-004",21.6,68.4,9.3
"10013070-002",25,64.5,9.4
"10013070-003",20.4,70.8,8
"10013100-009",29.4,60.5,8.1
"10013100-006",36.8,52.2,9.4
"10013100-008",17.2,72.2,9.2
"10013100-010",25.7,64.9,8.2
"10013100-007",26.1,65.5,6.9
"10013100-002",23.4,67.6,8.2
"10013100-012",25.8,63.3,8.2
"10013100-011",27.9,62.1,8.9
"10013100-001",16.2,74.3,8.4
"10013100-004",29.3,59.3,10.8
"10013100-003",33.5,56.7,9.3
"10013100-005",33.4,53.9,11.4
"10005130-005",47.5,31.8,18.9
"10005130-004",40.5,41,17.3
"10005130-001",43.8,38.3,16.4
"10005130-006",40.7,33.4,24.2
"10005130-007",29.3,54.8,14.7
"10005130-002",41.2,36.5,20.8
"10005130-003",41.2,39.2,17.2
"10005160-001",39,42.5,17.6
"10005160-007",49.5,42,7.5
"10005160-006",40.5,41.2,17.8
"10005160-002",44.3,38.1,17
"10005160-005",35.6,42.2,19.3
"10005160-008",44.9,36.8,16.9
"10005160-004",48.4,31.4,18.9
"10005160-003",44.2,38.5,15
"10005080-005",44.3,37,17.7
"10005080-001",46.2,38.2,14
"10005080-006",43.4,37.3,18.3
"10005080-002",53.7,33.2,12.4
"10005080-009",39.6,46.5,12.7
"10005080-010",49.2,34.4,15.8
"10005080-007",42.6,42.6,13.3
"10005080-011",36.9,42.1,19.2
"10005080-004",40.6,44.4,13.5
"10005080-012",27.5,53,18.1
"10005080-008",33.7,45.6,20.1
"10005080-003",45.1,31.6,22
"10005090-004",39,43.5,15.4
"10005090-005",39.1,42.3,17
"10005090-012",37.1,46.7,15.3
"10005090-016",36.4,45.6,16.1
"10005090-019",33.3,41.8,23
"10005090-013",37.5,40.8,20.7
"10005090-006",37.7,41.9,18.9
"10005090-017",39.6,38.5,20.9
"10005090-018",44.8,31.8,22.1
"10005090-010",42,40.1,16.4
"10005090-009",37.7,42.3,18.7
"10005090-008",44.9,32.1,21.4
"10005090-011",42.2,42.2,13.7
"10005090-001",40.6,41.1,16.7
"10005090-002",41,39.8,17.8
"10005090-003",38.8,41.8,18.2
"10005090-015",40.7,41.6,16.6
"10005090-014",38.8,36.3,23.8
"10005040-005",34.1,46.6,18.3
"10005040-019",29,52,17.7
"10005040-010",31.4,44.4,23.3
"10005040-014",28.7,50.8,18.8
"10005040-013",29.7,46.9,21.6
"10005040-011",36.7,46.2,15.5
"10005040-012",31,50.2,17.5
"10005040-022",27.9,56,14.7
"10005040-018",35.6,41.6,21.8
"10005040-024",35.9,43,20.2
"10005040-003",31.8,48.7,18.2
"10005040-001",33.9,49.6,15.8
"10005040-008",30.7,49.2,19
"10005040-023",31.3,49.5,17.4
"10005040-016",26.8,51.4,20.3
"10005040-021",29.4,50.8,18.6
"10005040-020",33.1,49.6,16.2
"10005040-017",29.4,49.1,19.5
"10005040-015",30.1,46.9,21.3
"10005040-004",32.1,49.7,16.8
"10005040-002",32.3,50.6,16
"10005040-007",34.5,45.8,18
"10005040-025",29.8,49.6,19.5
"10005040-009",32.2,46.1,20.6
"10005040-006",29.9,51,17.8
"10005140-009",44.5,38.4,14.5
"10005140-007",43.3,34.5,20.6
"10005140-002",55.9,28.5,15.3
"10005140-003",53.3,29.7,16.9
"10005140-004",46.5,31.8,20.3
"10005140-005",48.5,31.9,17.5
"10005140-001",41.8,34.7,21.5
"10005140-008",39.4,39.6,19.4
"10005140-006",51,35.3,12.2
"10005070-003",26.2,58.2,14.5
"10005070-001",33.5,54,11.8
"10005070-009",26.3,58.8,13.4
"10005070-007",31.6,57.2,10
"10005070-005",28.1,54,15.1
"10005070-011",36.2,50.9,11.8
"10005070-010",26.1,59.5,13.3
"10005070-006",35.2,50.3,13.3
"10005070-002",28.4,56.7,13.3
"10005070-008",27.1,62.3,9.9
"10005070-004",29.1,56.7,13.5
"10005110-004",43.1,40.5,14.7
"10005110-002",47.2,33.6,19.2
"10005110-001",45.1,36.2,17.4
"10005110-009",43.4,18.7,36.4
"10005110-003",36.9,32.8,29.3
"10005110-006",51.9,33,13.6
"10005110-007",46,42,10.5
"10005110-005",38,40.5,19.1
"10005110-008",46.3,28.5,24
"10005060-012",28.5,55.7,13.2
"10005060-004",33.8,49.8,15.2
"10005060-022",37,49,13
"10005060-002",32.8,53.2,12.9
"10005060-018",33.3,53.8,11.3
"10005060-003",29.4,54.4,14.7
"10005060-015",44.6,38.8,13.5
"10005060-017",30,57.5,11.2
"10005060-011",29.5,52.7,16
"10005060-023",23.2,61.2,12.8
"10005060-001",33,49.5,16
"10005060-008",35.1,48.6,14.4
"10005060-007",40,42,15.7
"10005060-016",32.6,55.2,10.6
"10005060-014",25.2,60.9,13.1
"10005060-010",35.6,52.4,10.8
"10005060-009",38.9,42.1,17.2
"10005060-005",34.1,50.5,14.2
"10005060-021",28.4,58.7,10.8
"10005060-020",27.6,61.4,10.2
"10005060-019",33.9,48.4,16.7
"10005060-006",49.7,32.5,16.8
"10005060-013",29.8,56.7,12.9
"10005010-015",44,41.6,13.6
"10005010-011",44.3,40.3,14.3
"10005010-001",44.3,38.1,15.9
"10005010-021",43.5,39.9,15.5
"10005010-028",38.7,40,20.1
"10005010-023",41.7,38.4,18.6
"10005010-016",47.5,37.4,13.7
"10005010-010",40,44.7,14.3
"10005010-004",46.5,35,17
"10005010-005",44.8,37.8,16.2
"10005010-003",40.6,41.9,17.2
"10005010-027",39.5,42.5,16.7
"10005010-002",46.2,36.8,16
"10005010-014",40.4,42.6,15.6
"10005010-009",42.7,38.6,17.3
"10005010-017",42.6,40.1,16.1
"10005010-013",41.7,40.8,16.6
"10005010-020",41.6,43.2,14.1
"10005010-012",41.4,43,13.8
"10005010-024",39.6,40.1,18.5
"10005010-018",42.9,38.9,16.6
"10005010-026",46,36.8,16
"10005010-025",41.7,39.2,18
"10005010-019",42.4,40,16.3
"10005010-022",45.8,36.6,16.4
"10005010-008",48,37.7,13.8
"10005010-007",47.1,35.9,15.7
"10005010-006",45.4,37.6,15.6
"10005020-021",25.7,58.1,14.6
"10005020-024",25.4,58.7,14.4
"10005020-014",27,62,10.1
"10005020-010",24.6,63,10.8
"10005020-012",17.6,69,12.2
"10005020-022",24.5,62.3,12
"10005020-025",23.3,61.8,13.7
"10005020-017",28.1,60.5,10.1
"10005020-004",21.1,65,12.8
"10005020-006",25.3,61.6,12.4
"10005020-008",24,65.4,9.8
"10005020-019",24.4,63.8,10.8
"10005020-023",25.2,62.3,11.6
"10005020-009",29.5,57.6,11.9
"10005020-003",25.5,62.3,11.4
"10005020-011",17.8,71.7,9.7
"10005020-001",29.6,57.7,11.4
"10005020-002",28.4,58.7,11.7
"10005020-005",20.1,69.9,8.7
"10005020-020",22,66,10.4
"10005020-007",20.1,65.4,12.6
"10005020-013",27,62.3,9.7
"10005020-016",25.9,62.3,10.4
"10005020-018",29.5,55.7,13
"10005020-015",26.1,59.6,12.8
"10005180-001",42.3,28.9,27.8
"10005180-008",41.1,14.2,43.9
"10005180-004",50.7,18.8,30.2
"10005180-005",47.6,22.9,28.5
"10005180-006",29.5,17.5,52.3
"10005180-003",51,26.7,21.7
"10005180-007",36.4,28.5,34.4
"10005180-002",40.9,28.1,30.8
"10005030-013",23.4,62.8,12.6
"10005030-012",33.7,50.9,14.4
"10005030-021",26.4,58.8,13.6
"10005030-014",31.7,52.5,14.6
"10005030-003",27.2,59.3,12.8
"10005030-024",29.5,56.9,12.8
"10005030-023",26.4,56.7,15.8
"10005030-022",30.4,48.6,19.9
"10005030-005",28.9,57,13.3
"10005030-011",34.8,51,13
"10005030-009",29.4,56.8,12.5
"10005030-007",25.2,54.4,19.4
"10005030-008",25.6,58.9,14.9
"10005030-016",42.2,40.3,16.1
"10005030-004",27.2,58.9,12.4
"10005030-002",32.3,55.2,11.8
"10005030-001",31.7,56.1,11.4
"10005030-006",27.8,58.1,12.7
"10005030-019",29.3,55.7,13.7
"10005030-020",19.2,67,11.7
"10005030-015",36.5,52,9.9
"10005030-018",27.9,49.7,21.6
"10005030-010",30.9,58.3,9.7
"10005030-017",58.8,28.4,10.8
"10005150-004",41.5,41.4,15.6
"10005150-006",46.6,39.6,13.7
"10005150-002",51.4,29.7,17.7
"10005150-001",43.2,34.3,21.1
"10005150-007",31.1,48.1,18.6
"10005150-008",37.6,42.8,18.1
"10005150-005",47.9,35.6,14.2
"10005150-009",29.3,54,13.8
"10005150-003",43.2,38.4,17.3
"10005170-002",43.9,39.9,14.6
"10005170-001",59.3,27.6,12.1
"10005170-007",44.1,40.5,13.4
"10005170-004",41.9,39.5,16.6
"10005170-003",42.3,33.6,22.6
"10005170-006",48.4,34.7,15.5
"10005170-005",53.7,25.8,17.1
"10005100-005",47.8,33.2,17.3
"10005100-007",38.8,43.2,16.9
"10005100-006",51.7,31.4,15.5
"10005100-009",41.1,42.2,14.9
"10005100-003",47.6,34.3,16.7
"10005100-010",49.6,36.3,12.3
"10005100-001",55.2,23.2,19.5
"10005100-002",45.3,36.9,16.9
"10005100-004",38.2,44.4,16.6
"10005100-008",42.8,40.2,16
"10005050-021",38.3,42.1,18.5
"10005050-006",45.7,34.4,19
"10005050-020",35.2,40.6,23.2
"10005050-007",35.4,46.8,17.4
"10005050-016",40.1,38.5,20.4
"10005050-010",37.3,43.2,18.8
"10005050-032",38.2,42.9,17.8
"10005050-003",39.4,39.3,20.5
"10005050-027",37.2,40.1,21.8
"10005050-013",39.8,36.5,22.5
"10005050-026",37.9,42.5,18.4
"10005050-018",39.4,40.1,19.6
"10005050-031",37.2,40.2,21.6
"10005050-023",45.4,35.6,18.2
"10005050-022",45.3,39.1,14.3
"10005050-029",40.8,37.3,21
"10005050-030",42.8,38.5,17.1
"10005050-012",38.2,46,15
"10005050-009",43.4,36.2,18.9
"10005050-014",41.4,39.5,18.2
"10005050-011",39.4,42.6,15.8
"10005050-028",38.9,40.6,19.3
"10005050-015",36.1,43.4,19.4
"10005050-001",38.8,39.1,20.7
"10005050-002",42.6,37.8,18.7
"10005050-004",42.7,37.4,18.8
"10005050-024",44.1,35,20.3
"10005050-005",36.7,42.1,20.1
"10005050-008",39.1,37.2,22.5
"10005050-025",41.5,38.9,18.4
"10005050-017",38.1,40.9,19.8
"10005050-019",36.9,48,14.1
"10005120-003",45.6,39,14.1
"10005120-005",41,42.1,16.6
"10005120-007",45.9,38,14.7
"10005120-006",40.8,41.2,16.8
"10005120-002",40.7,40.1,18.2
"10005120-004",45.4,36.7,16.4
"10005120-008",42.3,43.2,13.6
"10005120-001",48,35.4,15.2
"68000080-036",39.3,43.6,15.9
"68000080-026",26.8,58.4,13.9
"68000080-030",36.7,48.6,13.8
"68000080-018",32.6,56.1,10.1
"68000080-015",27.3,56.9,15.1
"68000080-019",34.5,52.3,11.9
"68000080-034",26,58.7,14.4
"68000080-042",38.9,47.5,12.8
"68000080-017",43.7,40.6,14.3
"68000080-021",40,45.1,13.3
"68000080-029",36.5,48.8,13.8
"68000080-033",27.7,57.9,13.3
"68000080-024",47.3,39,11.8
"68000080-023",32.6,52.9,13.2
"68000080-031",27.4,57.3,14.2
"68000080-027",45.5,39.6,13.9
"68000080-032",25.4,59.7,13.9
"68000080-025",38.5,46.7,13.9
"68000080-048",31.8,52.3,15.1
"68000080-014",28.8,57,13
"68000080-041",38.3,45,15
"68000080-020",41.1,44.3,13.3
"68000080-037",33.7,51.6,13.7
"68000080-043",38.4,44.5,16.2
"68000080-022",33.3,51.6,14
"68000080-035",35.6,48.1,15.5
"68000080-016",34.3,51.8,13.1
"68000080-047",30.6,54.1,14.1
"68000080-013",29.7,55.2,13.8
"68000080-009",32.6,49.8,16.4
"68000080-038",32,49.2,17.6
"68000080-011",28,56,15.2
"68000080-012",31.6,52.1,15.2
"68000080-039",34.1,49.1,15.5
"68000080-046",65.8,18.2,14.5
"68000080-028",33.4,51,14.6
"68000080-006",49.1,35,14.3
"68000080-004",42.2,42.7,13.7
"68000080-005",47.9,37.1,14.4
"68000080-040",30.9,55.2,12.8
"68000080-003",38.1,44.9,15.4
"68000080-002",33.8,50.1,15.1
"68000080-008",37.7,47.5,13.7
"68000080-044",30.2,55.5,13.5
"68000080-007",32.2,53.8,13.1
"68000080-010",29.9,54.8,13.9
"68000080-001",35.7,49.3,14.1
"68000080-045",59.5,23.4,15.4
"68000060-011",26.8,58.5,13.3
"68000060-010",25.3,60.9,12.2
"68000060-008",36.5,48.6,13.8
"68000060-001",29.8,56.2,13.1
"68000060-006",23.1,64.9,10.8
"68000060-017",26.2,59.5,12.7
"68000060-018",23.7,60.6,14.8
"68000060-002",27.4,59.5,12.3
"68000060-016",27,59.8,12.2
"68000060-012",31.8,54.6,12.4
"68000060-014",31.1,53.6,13.8
"68000060-004",23,68.6,7.1
"68000060-019",28.6,53.5,17
"68000060-015",28.1,55.9,14.4
"68000060-007",26.9,60.4,11.8
"68000060-013",30.2,52.1,16.3
"68000060-003",26.1,60.1,12.5
"68000060-005",29.6,54.4,14.6
"68000030-003",27.3,61.2,10.8
"68000030-004",24.8,62.2,11.8
"68000030-024",51.7,33.4,13.9
"68000030-014",22.7,68.8,7.5
"68000030-026",35.2,48.6,15.2
"68000030-027",34.8,49.4,14.9
"68000030-019",35.1,48.5,15.6
